# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2023-05-22
#
# GRDC-No.:              1160320
# River:                 DORINGRIVIER
# Station:               ELANDS DRIFT - ASPOORT (27712202)
# Country:               --
# Latitude (DD):       -32.502778
# Longitude (DD):      19.535
# Catchment area (km²):      
# Altitude (m ASL):        389.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: South Africa - Department of Water and Sanitation (DWA)
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1923 - 2022
# No. of years:          100
# Last update:           2022-10-17
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 1191
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
1965-09-01;--:--;      4.226;      4.215; 100
1965-10-01;--:--;      2.929;      2.921; 100
1965-11-01;--:--;      0.734;      0.734; 100
1965-12-01;--:--;      0.371;      0.371; 100
1966-01-01;--:--;      0.104;      0.103; 100
1966-02-01;--:--;      0.026;      0.024; 100
1966-03-01;--:--;      0.120;      0.119; 100
1966-04-01;--:--;      1.225;      1.201; 100
1966-05-01;--:--;      0.647;      0.646; 100
1966-06-01;--:--;      2.760;      2.756; 100
1966-07-01;--:--;     20.377;     20.372; 100
1966-08-01;--:--;      9.483;      9.480; 100
1966-09-01;--:--;      3.647;      3.645; 100
1966-10-01;--:--;      1.277;      1.273; 100
1966-11-01;--:--;      0.344;      0.343; 100
1966-12-01;--:--;      0.081;      0.078; 100
1967-01-01;--:--;      0.036;      0.036; 100
1967-02-01;--:--;      0.070;      0.070; 100
1967-03-01;--:--;      0.017;      0.017; 100
1967-04-01;--:--;      0.280;      0.280; 100
1967-05-01;--:--;      1.121;      1.116; 100
1967-06-01;--:--;     29.641;     29.626; 100
1967-07-01;--:--;      3.600;      3.572; 100
1967-08-01;--:--;      7.970;      7.961; 100
1967-09-01;--:--;      3.184;      3.175; 100
1967-10-01;--:--;      2.198;      2.181; 100
1967-11-01;--:--;   -999.000;      0.606;  67
1967-12-01;--:--;   -999.000;   -999.000;   0
1968-01-01;--:--;   -999.000;      0.007;  87
1968-02-01;--:--;      0.007;      0.006; 100
1968-03-01;--:--;      0.005;      0.005; 100
1968-04-01;--:--;      0.227;      0.226; 100
1968-05-01;--:--;     12.536;     12.533; 100
1968-06-01;--:--;     18.040;     18.024; 100
1968-07-01;--:--;     21.332;     21.327; 100
1968-08-01;--:--;     19.801;     19.789; 100
1968-09-01;--:--;      5.667;      5.653; 100
1968-10-01;--:--;     12.172;     12.171; 100
1968-11-01;--:--;      2.656;      2.656; 100
1968-12-01;--:--;      0.374;      0.374; 100
1969-01-01;--:--;      0.154;      0.154; 100
1969-02-01;--:--;      0.118;      0.118; 100
1969-03-01;--:--;      0.109;      0.109; 100
1969-04-01;--:--;      2.257;      2.256; 100
1969-05-01;--:--;      0.795;      0.795; 100
1969-06-01;--:--;      0.895;      0.889; 100
1969-07-01;--:--;      1.376;      1.375; 100
1969-08-01;--:--;      3.695;      3.692; 100
1969-09-01;--:--;      6.947;      6.936; 100
1969-10-01;--:--;      6.498;      6.494; 100
1969-11-01;--:--;      1.165;      1.137; 100
1969-12-01;--:--;      0.257;      0.256; 100
1970-01-01;--:--;      0.096;      0.096; 100
1970-02-01;--:--;      0.102;      0.102; 100
1970-03-01;--:--;      0.105;      0.105; 100
1970-04-01;--:--;      0.145;      0.145; 100
1970-05-01;--:--;      1.174;      1.174; 100
1970-06-01;--:--;     12.743;     12.730; 100
1970-07-01;--:--;     18.578;     18.567; 100
1970-08-01;--:--;     20.911;     20.875; 100
1970-09-01;--:--;     13.756;     13.750; 100
1970-10-01;--:--;      4.690;      4.684; 100
1970-11-01;--:--;      1.202;      1.188; 100
1970-12-01;--:--;      0.396;      0.396; 100
1971-01-01;--:--;      0.194;      0.194; 100
1971-02-01;--:--;      0.214;      0.214; 100
1971-03-01;--:--;      0.367;      0.366; 100
1971-04-01;--:--;      0.578;      0.577; 100
1971-05-01;--:--;      0.705;      0.703; 100
1971-06-01;--:--;      1.151;      1.151; 100
1971-07-01;--:--;     20.165;     20.086; 100
1971-08-01;--:--;     15.058;     15.046; 100
1971-09-01;--:--;      5.089;      5.070; 100
1971-10-01;--:--;      1.769;      1.760; 100
1971-11-01;--:--;      0.568;      0.568; 100
1971-12-01;--:--;   -999.000;      0.221;  84
1972-01-01;--:--;   -999.000;   -999.000;   0
1972-02-01;--:--;   -999.000;   -999.000;   0
1972-03-01;--:--;   -999.000;   -999.000;   0
1972-04-01;--:--;   -999.000;   -999.000;   0
1972-05-01;--:--;   -999.000;   -999.000;  42
1972-06-01;--:--;      7.837;      7.834; 100
1972-07-01;--:--;      3.109;      3.108; 100
1972-08-01;--:--;      8.274;      8.272; 100
1972-09-01;--:--;      5.094;      5.092; 100
1972-10-01;--:--;      1.213;      1.212; 100
1972-11-01;--:--;      0.331;      0.331; 100
1972-12-01;--:--;   -999.000;      0.340;  94
1973-01-01;--:--;   -999.000;   -999.000;  39
1973-02-01;--:--;   -999.000;   -999.000;   0
1973-03-01;--:--;   -999.000;      0.364;  65
1973-04-01;--:--;      0.236;      0.235; 100
1973-05-01;--:--;      0.369;      0.369; 100
1973-06-01;--:--;      0.770;      0.770; 100
1973-07-01;--:--;     13.966;     13.957; 100
1973-08-01;--:--;     13.332;     13.322; 100
1973-09-01;--:--;      3.729;      3.727; 100
1973-10-01;--:--;      2.521;      2.520; 100
1973-11-01;--:--;      0.546;      0.546; 100
1973-12-01;--:--;      0.281;      0.281; 100
1974-01-01;--:--;      0.022;      0.022; 100
1974-02-01;--:--;      0.036;      0.036; 100
1974-03-01;--:--;      0.036;      0.034; 100
1974-04-01;--:--;      0.000;      0.000; 100
1974-05-01;--:--;      0.896;      0.896; 100
1974-06-01;--:--;     15.794;     15.798; 100
1974-07-01;--:--;      4.701;      4.700; 100
1974-08-01;--:--;     62.278;     62.270; 100
1974-09-01;--:--;     18.382;     18.379; 100
1974-10-01;--:--;      4.368;      4.366; 100
1974-11-01;--:--;   -999.000;   -999.000;  53
1974-12-01;--:--;   -999.000;      0.740;  68
1975-01-01;--:--;   -999.000;   -999.000;   0
1975-02-01;--:--;   -999.000;   -999.000;   0
1975-03-01;--:--;   -999.000;      0.343;  97
1975-04-01;--:--;      0.644;      0.644; 100
1975-05-01;--:--;     11.876;     11.870; 100
1975-06-01;--:--;      5.583;      5.581; 100
1975-07-01;--:--;   -999.000;      7.738;  87
1975-08-01;--:--;     15.720;     15.704; 100
1975-09-01;--:--;      4.045;      4.043; 100
1975-10-01;--:--;      5.644;      5.643; 100
1975-11-01;--:--;      1.176;      1.173; 100
1975-12-01;--:--;   -999.000;   -999.000;  55
1976-01-01;--:--;      0.095;      0.095; 100
1976-02-01;--:--;      0.726;      0.723; 100
1976-03-01;--:--;      0.209;      0.209; 100
1976-04-01;--:--;      0.648;      0.647; 100
1976-05-01;--:--;   -999.000;      0.898;  81
1976-06-01;--:--;     26.504;     26.498; 100
1976-07-01;--:--;     26.956;     26.927; 100
1976-08-01;--:--;     11.487;     11.482; 100
1976-09-01;--:--;      4.099;      4.096; 100
1976-10-01;--:--;      1.937;      1.936; 100
1976-11-01;--:--;     17.986;     17.972; 100
1976-12-01;--:--;     18.924;     18.920; 100
1977-01-01;--:--;      7.270;      7.270; 100
1977-02-01;--:--;      1.053;      1.053; 100
1977-03-01;--:--;      0.764;      0.764; 100
1977-04-01;--:--;      2.563;      2.562; 100
1977-05-01;--:--;     33.812;     33.807; 100
1977-06-01;--:--;     78.269;     78.112; 100
1977-07-01;--:--;     69.459;     69.473; 100
1977-08-01;--:--;     71.337;     71.340; 100
1977-09-01;--:--;     14.468;     14.468; 100
1977-10-01;--:--;      5.405;      5.405; 100
1977-11-01;--:--;      1.868;      1.868; 100
1977-12-01;--:--;      3.551;      3.540; 100
1978-01-01;--:--;      0.742;      0.742; 100
1978-02-01;--:--;      0.255;      0.254; 100
1978-03-01;--:--;      0.223;      0.223; 100
1978-04-01;--:--;      0.848;      0.848; 100
1978-05-01;--:--;      1.628;      1.628; 100
1978-06-01;--:--;      1.433;      1.433; 100
1978-07-01;--:--;      1.041;      1.041; 100
1978-08-01;--:--;      5.239;      5.238; 100
1978-09-01;--:--;     12.937;     12.929; 100
1978-10-01;--:--;      4.389;      4.388; 100
1978-11-01;--:--;      1.185;      1.185; 100
1978-12-01;--:--;      0.593;      0.592; 100
1979-01-01;--:--;      0.131;      0.130; 100
1979-02-01;--:--;      0.027;      0.027; 100
1979-03-01;--:--;      0.050;      0.050; 100
1979-04-01;--:--;   -999.000;   -999.000;  47
1979-05-01;--:--;   -999.000;   -999.000;  10
1979-06-01;--:--;     14.191;     14.189; 100
1979-07-01;--:--;      8.948;      8.937; 100
1979-08-01;--:--;     11.342;     11.328; 100
1979-09-01;--:--;      5.822;      5.822; 100
1979-10-01;--:--;      7.577;      7.575; 100
1979-11-01;--:--;      1.814;      1.813; 100
1979-12-01;--:--;      0.263;      0.263; 100
1980-01-01;--:--;      0.437;      0.436; 100
1980-02-01;--:--;      0.096;      0.096; 100
1980-03-01;--:--;      0.095;      0.095; 100
1980-04-01;--:--;      0.326;      0.326; 100
1980-05-01;--:--;      2.749;      2.746; 100
1980-06-01;--:--;      7.924;      7.921; 100
1980-07-01;--:--;      4.809;      4.794; 100
1980-08-01;--:--;      8.602;      8.569; 100
1980-09-01;--:--;   -999.000;   -999.000;  50
1980-10-01;--:--;   -999.000;   -999.000;  48
1980-11-01;--:--;      7.656;      7.644; 100
1980-12-01;--:--;      4.938;      4.933; 100
1981-01-01;--:--;      6.685;      6.664; 100
1981-02-01;--:--;   -999.000;   -999.000;  39
1981-03-01;--:--;   -999.000;   -999.000;  23
1981-04-01;--:--;      0.038;      0.038; 100
1981-05-01;--:--;      0.039;      0.039; 100
1981-06-01;--:--;      1.875;      1.859; 100
1981-07-01;--:--;     13.559;     13.519; 100
1981-08-01;--:--;     28.884;     28.860; 100
1981-09-01;--:--;     29.486;     29.471; 100
1981-10-01;--:--;      4.225;      4.215; 100
1981-11-01;--:--;      1.246;      1.155; 100
1981-12-01;--:--;      0.554;      0.553; 100
1982-01-01;--:--;      0.303;      0.303; 100
1982-02-01;--:--;      0.163;      0.163; 100
1982-03-01;--:--;      0.298;      0.298; 100
1982-04-01;--:--;      2.552;      2.548; 100
1982-05-01;--:--;      1.440;      1.427; 100
1982-06-01;--:--;   -999.000;      1.958;  87
1982-07-01;--:--;      5.499;      5.493; 100
1982-08-01;--:--;      4.992;      4.989; 100
1982-09-01;--:--;      1.346;      1.340; 100
1982-10-01;--:--;      3.139;      3.137; 100
1982-11-01;--:--;      0.997;      0.990; 100
1982-12-01;--:--;      0.311;      0.311; 100
1983-01-01;--:--;      0.149;      0.149; 100
1983-02-01;--:--;      0.041;      0.040; 100
1983-03-01;--:--;      0.125;      0.125; 100
1983-04-01;--:--;      0.173;      0.173; 100
1983-05-01;--:--;      5.697;      5.679; 100
1983-06-01;--:--;   -999.000;   -999.000;  40
1983-07-01;--:--;   -999.000;   -999.000;   0
1983-08-01;--:--;   -999.000;   -999.000;   0
1983-09-01;--:--;   -999.000;   -999.000;   0
1983-10-01;--:--;   -999.000;   -999.000;   0
1983-11-01;--:--;   -999.000;   -999.000;   0
1983-12-01;--:--;   -999.000;   -999.000;   0
1984-01-01;--:--;   -999.000;   -999.000;   0
1984-02-01;--:--;   -999.000;   -999.000;   0
1984-03-01;--:--;   -999.000;   -999.000;   0
1984-04-01;--:--;   -999.000;   -999.000;   0
1984-05-01;--:--;   -999.000;   -999.000;   0
1984-06-01;--:--;   -999.000;   -999.000;   0
1984-07-01;--:--;   -999.000;   -999.000;   0
1984-08-01;--:--;   -999.000;   -999.000;   0
1984-09-01;--:--;   -999.000;   -999.000;   0
1984-10-01;--:--;   -999.000;     21.079;  77
1984-11-01;--:--;      1.920;      1.910; 100
1984-12-01;--:--;      1.976;      1.973; 100
1985-01-01;--:--;      3.086;      3.072; 100
1985-02-01;--:--;      0.551;      0.551; 100
1985-03-01;--:--;      4.542;      4.527; 100
1985-04-01;--:--;      3.182;      3.175; 100
1985-05-01;--:--;      6.930;      6.892; 100
1985-06-01;--:--;     16.775;     16.742; 100
1985-07-01;--:--;   -999.000;     32.835;  74
1985-08-01;--:--;     31.790;     31.741; 100
1985-09-01;--:--;      7.633;      7.620; 100
1985-10-01;--:--;      4.021;      4.005; 100
1985-11-01;--:--;      1.479;      1.476; 100
1985-12-01;--:--;      1.003;      0.997; 100
1986-01-01;--:--;      0.212;      0.212; 100
1986-02-01;--:--;      0.083;      0.082; 100
1986-03-01;--:--;      0.094;      0.094; 100
1986-04-01;--:--;      0.072;      0.072; 100
1986-05-01;--:--;      1.149;      1.136; 100
1986-06-01;--:--;     10.144;     10.138; 100
1986-07-01;--:--;     13.128;     13.120; 100
1986-08-01;--:--;     25.376;     25.352; 100
1986-09-01;--:--;     11.381;     11.372; 100
1986-10-01;--:--;      2.861;      2.857; 100
1986-11-01;--:--;      1.097;      1.095; 100
1986-12-01;--:--;      0.333;      0.332; 100
1987-01-01;--:--;      0.073;      0.073; 100
1987-02-01;--:--;      0.050;      0.050; 100
1987-03-01;--:--;      0.056;      0.056; 100
1987-04-01;--:--;      0.709;      0.703; 100
1987-05-01;--:--;   -999.000;      4.472;  71
1987-06-01;--:--;     13.234;     13.209; 100
1987-07-01;--:--;     15.479;     15.435; 100
1987-08-01;--:--;      6.105;      6.070; 100
1987-09-01;--:--;      9.256;      9.229; 100
1987-10-01;--:--;      4.016;      3.962; 100
1987-11-01;--:--;      1.021;      1.015; 100
1987-12-01;--:--;      0.520;      0.519; 100
1988-01-01;--:--;      0.132;      0.131; 100
1988-02-01;--:--;      0.007;      0.007; 100
1988-03-01;--:--;      0.170;      0.170; 100
1988-04-01;--:--;      1.977;      1.970; 100
1988-05-01;--:--;      1.988;      1.983; 100
1988-06-01;--:--;     12.889;     12.875; 100
1988-07-01;--:--;      7.370;      7.348; 100
1988-08-01;--:--;      7.387;      7.379; 100
1988-09-01;--:--;     17.978;     17.955; 100
1988-10-01;--:--;      4.045;      4.042; 100
1988-11-01;--:--;      1.022;      1.021; 100
1988-12-01;--:--;      0.325;      0.324; 100
1989-01-01;--:--;      0.054;      0.053; 100
1989-02-01;--:--;   -999.000;   -999.000;  64
1989-03-01;--:--;   -999.000;   -999.000;   0
1989-04-01;--:--;   -999.000;   -999.000;  10
1989-05-01;--:--;      2.500;      2.491; 100
1989-06-01;--:--;      6.148;      6.136; 100
1989-07-01;--:--;     11.245;     11.231; 100
1989-08-01;--:--;     24.967;     24.946; 100
1989-09-01;--:--;     37.449;     37.428; 100
1989-10-01;--:--;      6.308;      6.301; 100
1989-11-01;--:--;      1.947;      1.938; 100
1989-12-01;--:--;      0.439;      0.439; 100
1990-01-01;--:--;      0.079;      0.078; 100
1990-02-01;--:--;   -999.000;   -999.000;  18
1990-03-01;--:--;      0.250;      0.241; 100
1990-04-01;--:--;      2.426;      2.418; 100
1990-05-01;--:--;     15.409;     15.392; 100
1990-06-01;--:--;     14.811;     14.780; 100
1990-07-01;--:--;     45.537;     45.486; 100
1990-08-01;--:--;     17.268;     17.240; 100
1990-09-01;--:--;      4.388;      4.363; 100
1990-10-01;--:--;      1.414;      1.408; 100
1990-11-01;--:--;      0.585;      0.585; 100
1990-12-01;--:--;      0.250;      0.250; 100
1991-01-01;--:--;      0.148;      0.148; 100
1991-02-01;--:--;      0.114;      0.114; 100
1991-03-01;--:--;      0.109;      0.108; 100
1991-04-01;--:--;      0.297;      0.297; 100
1991-05-01;--:--;      1.526;      1.525; 100
1991-06-01;--:--;     17.425;     17.411; 100
1991-07-01;--:--;     53.503;     53.422; 100
1991-08-01;--:--;     37.946;     37.908; 100
1991-09-01;--:--;     33.440;     33.403; 100
1991-10-01;--:--;     10.009;     10.000; 100
1991-11-01;--:--;      4.104;      4.087; 100
1991-12-01;--:--;      0.599;      0.598; 100
1992-01-01;--:--;      0.138;      0.138; 100
1992-02-01;--:--;      0.096;      0.096; 100
1992-03-01;--:--;      0.241;      0.240; 100
1992-04-01;--:--;      1.405;      1.400; 100
1992-05-01;--:--;      3.663;      3.653; 100
1992-06-01;--:--;     33.896;     33.870; 100
1992-07-01;--:--;     23.729;     23.689; 100
1992-08-01;--:--;     14.668;     14.641; 100
1992-09-01;--:--;      9.079;      9.035; 100
1992-10-01;--:--;     20.612;     20.648; 100
1992-11-01;--:--;      6.770;      6.758; 100
1992-12-01;--:--;      0.956;      0.955; 100
1993-01-01;--:--;      0.223;      0.223; 100
1993-02-01;--:--;      0.150;      0.150; 100
1993-03-01;--:--;      0.100;      0.100; 100
1993-04-01;--:--;      6.073;      6.064; 100
1993-05-01;--:--;     13.210;     13.195; 100
1993-06-01;--:--;     16.550;     16.540; 100
1993-07-01;--:--;     80.048;     80.146; 100
1993-08-01;--:--;     20.696;     20.660; 100
1993-09-01;--:--;      5.774;      5.766; 100
1993-10-01;--:--;      1.801;      1.797; 100
1993-11-01;--:--;      0.517;      0.517; 100
1993-12-01;--:--;   -999.000;      0.304;  90
1994-01-01;--:--;   -999.000;   -999.000;  10
1994-02-01;--:--;      0.000;      0.000; 100
1994-03-01;--:--;      0.081;      0.080; 100
1994-04-01;--:--;      0.261;      0.261; 100
1994-05-01;--:--;      0.680;      0.680; 100
1994-06-01;--:--;     32.538;     32.530; 100
1994-07-01;--:--;     23.068;     22.980; 100
1994-08-01;--:--;      5.734;      5.726; 100
1994-09-01;--:--;      7.463;      7.405; 100
1994-10-01;--:--;      5.614;      5.587; 100
1994-11-01;--:--;      1.282;      1.275; 100
1994-12-01;--:--;      0.282;      0.282; 100
1995-01-01;--:--;      0.033;      0.033; 100
1995-02-01;--:--;      0.001;      0.001; 100
1995-03-01;--:--;      0.435;      0.431; 100
1995-04-01;--:--;      0.320;      0.319; 100
1995-05-01;--:--;      1.086;      1.082; 100
1995-06-01;--:--;      2.678;      2.659; 100
1995-07-01;--:--;     14.568;     14.524; 100
1995-08-01;--:--;     13.684;     13.658; 100
1995-09-01;--:--;      3.761;      3.753; 100
1995-10-01;--:--;     10.013;      9.988; 100
1995-11-01;--:--;      3.320;      3.304; 100
1995-12-01;--:--;      2.813;      2.801; 100
1996-01-01;--:--;      0.583;      0.566; 100
1996-02-01;--:--;      0.062;      0.061; 100
1996-03-01;--:--;      0.093;      0.093; 100
1996-04-01;--:--;      0.344;      0.344; 100
1996-05-01;--:--;      0.518;      0.518; 100
1996-06-01;--:--;     26.668;     26.707; 100
1996-07-01;--:--;     36.811;     36.758; 100
1996-08-01;--:--;     38.379;     38.256; 100
1996-09-01;--:--;     54.128;     53.890; 100
1996-10-01;--:--;     23.915;     23.823; 100
1996-11-01;--:--;     19.819;     19.686; 100
1996-12-01;--:--;   -999.000;      5.160;  68
1997-01-01;--:--;   -999.000;      1.264;  77
1997-02-01;--:--;      0.556;      0.555; 100
1997-03-01;--:--;      1.535;      1.531; 100
1997-04-01;--:--;   -999.000;      1.390;  70
1997-05-01;--:--;      1.831;      1.827; 100
1997-06-01;--:--;     41.191;     41.102; 100
1997-07-01;--:--;     19.458;     19.392; 100
1997-08-01;--:--;     16.012;     16.002; 100
1997-09-01;--:--;     10.415;     10.399; 100
1997-10-01;--:--;      2.011;      2.008; 100
1997-11-01;--:--;      1.907;      1.902; 100
1997-12-01;--:--;      0.946;      0.943; 100
1998-01-01;--:--;      0.692;      0.690; 100
1998-02-01;--:--;      0.158;      0.158; 100
1998-03-01;--:--;      0.249;      0.249; 100
1998-04-01;--:--;      0.524;      0.524; 100
1998-05-01;--:--;     16.030;     16.024; 100
1998-06-01;--:--;     11.517;     11.488; 100
1998-07-01;--:--;     11.370;     11.356; 100
1998-08-01;--:--;      7.290;      7.283; 100
1998-09-01;--:--;      2.938;      2.937; 100
1998-10-01;--:--;      1.972;      1.969; 100
1998-11-01;--:--;      4.179;      4.166; 100
1998-12-01;--:--;      1.084;      1.074; 100
1999-01-01;--:--;      0.124;      0.124; 100
1999-02-01;--:--;      0.055;      0.053; 100
1999-03-01;--:--;      0.013;      0.013; 100
1999-04-01;--:--;      0.232;      0.232; 100
1999-05-01;--:--;      0.797;      0.797; 100
1999-06-01;--:--;      3.005;      2.998; 100
1999-07-01;--:--;      7.076;      7.060; 100
1999-08-01;--:--;     24.224;     24.207; 100
1999-09-01;--:--;     26.620;     26.612; 100
1999-10-01;--:--;      4.459;      4.452; 100
1999-11-01;--:--;      0.965;      0.964; 100
1999-12-01;--:--;      0.547;      0.546; 100
2000-01-01;--:--;      0.195;      0.194; 100
2000-02-01;--:--;      0.134;      0.132; 100
2000-03-01;--:--;      0.277;      0.276; 100
2000-04-01;--:--;      0.224;      0.224; 100
2000-05-01;--:--;      0.454;      0.454; 100
2000-06-01;--:--;      1.854;      1.847; 100
2000-07-01;--:--;     11.443;     11.429; 100
2000-08-01;--:--;      6.735;      6.721; 100
2000-09-01;--:--;     14.785;     14.770; 100
2000-10-01;--:--;      2.508;      2.508; 100
2000-11-01;--:--;      0.721;      0.721; 100
2000-12-01;--:--;      0.114;      0.114; 100
2001-01-01;--:--;      0.002;      0.002; 100
2001-02-01;--:--;      0.060;      0.060; 100
2001-03-01;--:--;      0.000;      0.000; 100
2001-04-01;--:--;      0.330;      0.330; 100
2001-05-01;--:--;      1.947;      1.947; 100
2001-06-01;--:--;      2.537;      2.537; 100
2001-07-01;--:--;     32.216;     32.216; 100
2001-08-01;--:--;     23.482;     23.481; 100
2001-09-01;--:--;     34.790;     34.790; 100
2001-10-01;--:--;      4.871;      4.871; 100
2001-11-01;--:--;      2.767;      2.767; 100
2001-12-01;--:--;      0.425;      0.425; 100
2002-01-01;--:--;      0.508;      0.508; 100
2002-02-01;--:--;      0.117;      0.117; 100
2002-03-01;--:--;      0.253;      0.253; 100
2002-04-01;--:--;      0.355;      0.355; 100
2002-05-01;--:--;      5.503;      5.503; 100
2002-06-01;--:--;      6.336;      6.336; 100
2002-07-01;--:--;     31.079;     31.079; 100
2002-08-01;--:--;     24.427;     24.427; 100
2002-09-01;--:--;      9.427;      9.427; 100
2002-10-01;--:--;      6.523;      6.523; 100
2002-11-01;--:--;      1.921;      1.921; 100
2002-12-01;--:--;      0.522;      0.522; 100
2003-01-01;--:--;      0.047;      0.047; 100
2003-02-01;--:--;      0.001;      0.001; 100
2003-03-01;--:--;      0.037;      0.037; 100
2003-04-01;--:--;      0.282;      0.282; 100
2003-05-01;--:--;      0.500;      0.500; 100
2003-06-01;--:--;      0.619;      0.619; 100
2003-07-01;--:--;      0.657;      0.657; 100
2003-08-01;--:--;      9.830;      9.826; 100
2003-09-01;--:--;      8.039;      8.022; 100
2003-10-01;--:--;      3.193;      3.190; 100
2003-11-01;--:--;      1.014;      1.014; 100
2003-12-01;--:--;      0.193;      0.193; 100
2004-01-01;--:--;      0.110;      0.110; 100
2004-02-01;--:--;      0.000;      0.000; 100
2004-03-01;--:--;      0.000;      0.000; 100
2004-04-01;--:--;      0.418;      0.418; 100
2004-05-01;--:--;      0.434;      0.434; 100
2004-06-01;--:--;      2.407;      2.407; 100
2004-07-01;--:--;      2.617;      2.617; 100
2004-08-01;--:--;      9.821;      9.821; 100
2004-09-01;--:--;      2.090;      2.090; 100
2004-10-01;--:--;      1.366;      1.366; 100
2004-11-01;--:--;      0.404;      0.404; 100
2004-12-01;--:--;      0.164;      0.164; 100
2005-01-01;--:--;      0.014;      0.015; 100
2005-02-01;--:--;      0.000;      0.000; 100
2005-03-01;--:--;      0.000;      0.000; 100
2005-04-01;--:--;      0.129;      0.129; 100
2005-05-01;--:--;      0.588;      0.588; 100
2005-06-01;--:--;      7.178;      7.178; 100
2005-07-01;--:--;      7.768;      7.768; 100
2005-08-01;--:--;     22.998;     22.998; 100
2005-09-01;--:--;      6.932;      6.932; 100
2005-10-01;--:--;      3.011;      3.011; 100
2005-11-01;--:--;      0.914;      0.914; 100
2005-12-01;--:--;      0.122;      0.122; 100
2006-01-01;--:--;      0.002;      0.002; 100
2006-02-01;--:--;      0.000;      0.000; 100
2006-03-01;--:--;      0.000;      0.000; 100
2006-04-01;--:--;      0.005;      0.005; 100
2006-05-01;--:--;      9.386;      9.386; 100
2006-06-01;--:--;     11.778;     11.778; 100
2006-07-01;--:--;      5.323;      5.322; 100
2006-08-01;--:--;     13.232;     13.232; 100
2006-09-01;--:--;      3.707;      3.707; 100
2006-10-01;--:--;      2.015;      2.015; 100
2006-11-01;--:--;      2.895;      2.862; 100
2006-12-01;--:--;      0.247;      0.247; 100
2007-01-01;--:--;      0.026;      0.026; 100
2007-02-01;--:--;      0.000;      0.000; 100
2007-03-01;--:--;      0.000;      0.000; 100
2007-04-01;--:--;      0.048;      0.048; 100
2007-05-01;--:--;      7.203;      7.203; 100
2007-06-01;--:--;     45.928;     45.928; 100
2007-07-01;--:--;     33.808;     33.808; 100
2007-08-01;--:--;     30.808;     30.808; 100
2007-09-01;--:--;      7.849;      7.848; 100
2007-10-01;--:--;      3.381;      3.380; 100
2007-11-01;--:--;      1.479;      1.478; 100
2007-12-01;--:--;      0.611;      0.611; 100
2008-01-01;--:--;      0.128;      0.128; 100
2008-02-01;--:--;      0.000;      0.000; 100
2008-03-01;--:--;      0.018;      0.018; 100
2008-04-01;--:--;      0.180;      0.180; 100
2008-05-01;--:--;      0.646;      0.646; 100
2008-06-01;--:--;      8.319;      8.319; 100
2008-07-01;--:--;     64.161;     64.161; 100
2008-08-01;--:--;     16.302;     16.302; 100
2008-09-01;--:--;     81.827;     81.827; 100
2008-10-01;--:--;     11.896;     11.896; 100
2008-11-01;--:--;      7.693;      7.693; 100
2008-12-01;--:--;      0.663;      0.663; 100
2009-01-01;--:--;      0.388;      0.388; 100
2009-02-01;--:--;      0.116;      0.116; 100
2009-03-01;--:--;      0.166;      0.166; 100
2009-04-01;--:--;      0.848;      0.848; 100
2009-05-01;--:--;      6.822;      6.822; 100
2009-06-01;--:--;     49.644;     49.644; 100
2009-07-01;--:--;     20.521;     20.521; 100
2009-08-01;--:--;     19.707;     19.707; 100
2009-09-01;--:--;      9.346;      9.346; 100
2009-10-01;--:--;      3.008;      3.008; 100
2009-11-01;--:--;      7.907;      7.907; 100
2009-12-01;--:--;      0.912;      0.912; 100
2010-01-01;--:--;      0.186;      0.186; 100
2010-02-01;--:--;      0.426;      0.426; 100
2010-03-01;--:--;      0.204;      0.204; 100
2010-04-01;--:--;      0.309;      0.309; 100
2010-05-01;--:--;      6.988;      6.988; 100
2010-06-01;--:--;      9.963;      9.963; 100
2010-07-01;--:--;      5.322;      5.322; 100
2010-08-01;--:--;      7.351;      7.350; 100
2010-09-01;--:--;      4.576;      4.576; 100
2010-10-01;--:--;      4.590;      4.590; 100
2010-11-01;--:--;      1.675;      1.675; 100
2010-12-01;--:--;      0.660;      0.660; 100
2011-01-01;--:--;      0.135;      0.135; 100
2011-02-01;--:--;      0.546;      0.546; 100
2011-03-01;--:--;      0.024;      0.024; 100
2011-04-01;--:--;      0.220;      0.221; 100
2011-05-01;--:--;      2.509;      2.509; 100
2011-06-01;--:--;     25.878;     25.878; 100
2011-07-01;--:--;     10.481;     10.481; 100
2011-08-01;--:--;      9.439;      9.439; 100
2011-09-01;--:--;      8.719;      8.719; 100
2011-10-01;--:--;      2.594;      2.594; 100
2011-11-01;--:--;      1.254;      1.254; 100
2011-12-01;--:--;      0.463;      0.463; 100
2012-01-01;--:--;      0.190;      0.190; 100
2012-02-01;--:--;      0.007;      0.007; 100
